word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,query_length,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
花,hand_exponential_smooth_alpha_0.35_diagnostic,diagnostic,False,True,22.580846476343236,,0.027805166848601116,0.1785681768106392,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,强指数平滑会滞后并削弱动作相位，只记录诊断边界。
花,hand_motion_amplitude_0.55_diagnostic,diagnostic,False,True,57.41184299525921,,0.028418493913318583,0.0804633390978557,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部运动幅度严重衰减，可能需要重采，只记录诊断边界。
花,hand_motion_amplitude_1.60_diagnostic,diagnostic,False,True,64.22968070495833,,0.02930313090643993,0.0641921910483674,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,手部运动幅度过度放大，作为过度动作边界诊断。
跳,self,positive,True,True,100.0,95.0,0.0,0.0,19,semantic_action_window,score_valid,score_valid,action_window_net,used,同一骨架重算基线。
跳,hand_motion_blur_3tap,diagnostic,False,True,70.76900561946323,,0.05422542467871186,0.11501432445958178,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部轨迹 3 帧低通会削弱花的 opening 动态，只记录诊断边界。
跳,all_keypoint_blur_3tap_light,diagnostic,False,True,70.68999603731018,,0.051731140235240176,0.08607955143118913,19,semantic_action_window,score_valid,score_valid,action_window_net,used,全身关键点轻度 3 帧平滑，作为模糊/低通诊断边界。
跳,hand_motion_blur_5tap_light,diagnostic,False,True,71.0009267851059,,0.057944649830208486,0.17328308592242408,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部轨迹 5 帧低通会抹掉短时手形变化，只记录诊断边界。
跳,hand_exponential_smooth_alpha_0.70,diagnostic,False,True,78.29082310841963,,0.03210928356996248,0.05277196914335145,19,semantic_action_window,score_valid,score_valid,full_sequence_local_relation_segment,used,手部轨迹指数平滑可能滞后手形 opening，只记录诊断边界。
跳,all_keypoint_motion_amplitude_0.90,positive,True,True,77.22995394459313,70.0,0.04846802550165513,0.060812824088083264,19,semantic_action_window,score_valid,score_valid,action_window_net,used,全身关键点运动幅度轻微衰减到 90%，模拟保守动作或模型轨迹收缩。
跳,all_keypoint_motion_amplitude_1.10,positive,True,True,94.0476428013855,70.0,0.008799638869899833,0.013494486294500481,19,semantic_action_window,score_valid,score_valid,action_window_net,used,全身关键点运动幅度轻微增强到 110%，模拟动作更夸张或模型轨迹外扩。
跳,hand_motion_amplitude_0.85,positive,True,True,75.6623475856492,70.0,0.05049999110131787,0.06500412112921329,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度轻微衰减到 85%，模拟运动模糊或保守动作。
跳,hand_motion_amplitude_1.15,positive,True,True,91.31105948280207,70.0,0.013135067566555659,0.020023221983903536,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度轻微增强到 115%，模拟动作更夸张或模型轨迹外扩。
跳,hand_motion_blur_5tap_heavy_diagnostic,diagnostic,False,True,71.47956325315856,,0.06698109517165399,0.2515836995641446,19,semantic_action_window,score_valid,score_valid,action_window_net,used,更强手部轨迹低通，只记录诊断边界。
跳,hand_exponential_smooth_alpha_0.35_diagnostic,diagnostic,False,True,78.52356959228919,,0.07259487642235442,0.20510734362534694,19,semantic_action_window,score_valid,score_valid,full_sequence_local_relation_segment,used,强指数平滑会滞后并削弱动作相位，只记录诊断边界。
跳,hand_motion_amplitude_0.55_diagnostic,diagnostic,False,True,70.35108202836624,,0.06661280983096014,0.15444391754725448,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度严重衰减，可能需要重采，只记录诊断边界。
跳,hand_motion_amplitude_1.60_diagnostic,diagnostic,False,True,81.42816774664179,,0.049505590922437656,0.07263277145705786,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部运动幅度过度放大，作为过度动作边界诊断。
