word,variant,kind,passed,score,min_score,max_score,query_length,standard_length,length_ratio,rate_ratio,alignment_policy,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
跳,same_count_front_fast_back_slow,positive,True,78.47319468220583,70.0,,19,19,1.0,,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,同样帧数内前段快、后段慢，完整语义相位仍在。
跳,same_count_core_slow,positive,True,95.00557767463604,70.0,,19,19,1.0,,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,full_sequence_local_relation_segment,used,同样帧数内核心动作被采得更密，起止顺序不变。
跳,same_count_core_fast,positive,True,90.90839344669797,70.0,,19,19,1.0,,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,同样帧数内核心动作被采得更稀，仍保留核心过程。
跳,same_count_micro_rate_jitter,positive,True,100.0,70.0,,19,19,1.0,,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,浏览器采样间隔轻微不均匀，但时间顺序单调。
跳,global_fast_0.75x,positive,True,89.38281641688354,70.0,,14,19,0.7368421052631579,0.75,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,用户动作整体更快，保留约 75% 帧数并重建运动特征。
跳,global_slow_1.50x,positive,True,77.19534788134852,70.0,,28,19,1.4736842105263157,1.5,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,用户动作整体更慢，约 1.5 倍采样帧并重建运动特征。
跳,jump_core_hold_2x,positive,True,80.31449784228577,70.0,,29,19,1.5263157894736843,1.45,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,full_sequence_local_relation_segment,used,弹跳核心阶段稍慢，左右手关系和两指手形仍完整。
跳,global_fast_0.50x_diagnostic,diagnostic,True,81.48596768721619,,,10,19,0.5263157894736842,0.5,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,极快弹跳只保留约半数帧，记录采样边界。
跳,global_slow_2.25x_diagnostic,diagnostic,True,80.0067971791854,,,43,19,2.263157894736842,2.25,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,极慢弹跳或高频重复采样，记录过采样边界。
跳,jump_relation_core_gap_diagnostic,diagnostic,True,84.14901002346063,,,19,19,1.0,,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,score_valid,action_window_net,used,内部弹跳关系变化被采样跳过，记录当前 relation floor 边界，不作为速率负向门。
