word,variant,score,dtw_distance,normalized_distance,query_length,standard_length,length_ratio,alignment_policy,capture_quality_status,semantic_floor_source,included_in_gate
花,repeat_mid_core,94.01761959009268,0.02233574621659807,0.02346299197192662,21,53,0.39622641509433965,"{'mode': 'full_sequence_with_action_window_diagnostics', 'used_action_window_for_scoring': False, 'reason': 'long_or_context_sensitive_action_keep_full_sequence', 'word': '花', 'standard_full_length': 53, 'standard_action_length': 15, 'standard_action_ratio': 0.2830188679245283}",score_valid,short_visible_core,True
跳,self,100.0,0.0,0.0,19,19,1.0,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,uniform_8f,82.10042835155662,0.04793245438043074,0.056003200707801556,8,19,0.42105263157894735,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,uniform_12f,84.44380239804461,0.040714961032530306,0.04813549261419978,12,19,0.631578947368421,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,uniform_16f,78.76686008851131,0.05030173960312509,0.05811058058858544,16,19,0.8421052631578947,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,uniform_24f,77.68226180942911,0.033301236725573,0.07520468095799628,24,19,1.263157894736842,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,full_sequence_local_relation_segment,True
跳,uniform_32f,76.36361818678908,0.06189638932732773,0.1708078240133946,32,19,1.6842105263157894,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,full_sequence_local_relation_segment,True
跳,uniform_48f,81.52803334422703,0.02575246945664874,0.04367120036587198,48,19,2.526315789473684,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,uniform_80f,74.96204817953178,0.03756190266601715,0.10452587027707151,80,19,4.2105263157894735,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,uniform_6f,82.53791978591207,0.06980849954581794,0.26641557389949405,6,19,0.3157894736842105,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,full_sequence_local_relation_segment,True
跳,uniform_9f,77.6934461374189,0.05404417632721596,0.061749039983014,9,19,0.47368421052631576,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,uniform_38f,79.12441289536835,0.030189597184249503,0.05030271540277471,38,19,2.0,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,front_dense_16f,86.04572774556624,0.018617829363408583,0.03202152186806117,16,19,0.8421052631578947,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,back_dense_16f,84.44380239804461,0.035706018157883296,0.043356956392273424,16,19,0.8421052631578947,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,front_dense_24f,80.76653900253037,0.044339448083698704,0.05176918934667931,24,19,1.263157894736842,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,back_dense_24f,96.21664982046687,0.00033305872791084164,0.006661737863838151,24,19,1.263157894736842,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,drop_every_2_keep_ends,81.48596768721619,0.033000513158259054,0.04629560051711508,10,19,0.5263157894736842,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,drop_every_3_keep_ends,70.48794764598692,0.06209724498517023,0.09855889415890531,8,19,0.42105263157894735,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
跳,repeat_mid_core,78.18669947273904,0.0560081415858587,0.08570252246238538,14,19,0.7368421052631579,"{'mode': 'semantic_action_window', 'used_action_window_for_scoring': True, 'reason': 'short_standard_action_window', 'word': '跳', 'standard_full_length': 19, 'standard_action_length': 9, 'standard_action_ratio': 0.47368421052631576}",score_valid,action_window_net,True
