word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,query_length,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
花,both_hands_uniform_scale_1.60_diagnostic,diagnostic,False,True,80.43532502431411,,0.028719336554171443,0.03156892734670181,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,极端手部放大，只记录诊断边界。
花,both_hands_aspect_x1.60_y0.55_diagnostic,diagnostic,False,True,80.02094065039921,,0.028805197879643075,0.03231786497835076,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,强透视形变，只记录诊断边界。
花,both_hands_aspect_x0.55_y1.60_diagnostic,diagnostic,False,True,76.90191415910786,,0.028847452864122432,0.03808271564631081,53,full_sequence_with_action_window_diagnostics,score_valid,score_valid,short_visible_core,query_not_short_core_capture,强反向透视形变，只记录诊断边界。
跳,self,positive,True,True,100.0,95.0,0.0,0.0,19,semantic_action_window,score_valid,score_valid,action_window_net,used,同一骨架重算基线。
跳,both_hands_uniform_scale_0.75,positive,True,True,94.0282170910117,70.0,0.013771084398320104,0.015269548853747296,19,semantic_action_window,score_valid,score_valid,action_window_net,used,双手局部大小缩小到 75%，并重算 hand-shape。
跳,both_hands_uniform_scale_1.30,positive,True,True,93.50593061822407,70.0,0.014095075311706314,0.016328215469210365,19,semantic_action_window,score_valid,score_valid,action_window_net,used,双手局部大小放大到 130%，并重算 hand-shape。
跳,both_hands_aspect_x1.15_y0.90,positive,True,True,89.8594153401203,70.0,0.02514814780807422,0.02694742038875387,19,semantic_action_window,score_valid,score_valid,action_window_net,used,轻微横向拉宽/纵向压缩，模拟手掌角度或透视变化。
跳,both_hands_aspect_x0.90_y1.15,positive,True,True,89.07055865261236,70.0,0.026686811833048708,0.02898234027846676,19,semantic_action_window,score_valid,score_valid,action_window_net,used,轻微横向压缩/纵向拉长，模拟手掌角度或透视变化。
跳,right_hand_aspect_x1.20_y0.85,positive,True,True,88.35946127898002,70.0,0.02937379260646369,0.03128307051931627,19,semantic_action_window,score_valid,score_valid,action_window_net,used,右手核心手形轻微透视变化。
跳,right_hand_aspect_x0.85_y1.20,positive,True,True,86.40336234621985,70.0,0.03407492898371583,0.03672761561817147,19,semantic_action_window,score_valid,score_valid,action_window_net,used,右手核心手形轻微反向透视变化。
跳,left_hand_uniform_scale_0.80,positive,True,True,97.9037421038735,70.0,0.004557829794724125,0.0051905243103476766,19,semantic_action_window,score_valid,score_valid,action_window_net,used,左手局部大小略小；对跳的地面手和花的非核心手都不应破坏评分。
跳,left_hand_uniform_scale_1.25,positive,True,True,97.5962979885881,70.0,0.0052783444662018114,0.005976464330911958,19,semantic_action_window,score_valid,score_valid,action_window_net,used,左手局部大小略大；对跳的地面手和花的非核心手都不应破坏评分。
跳,both_hands_uniform_scale_0.55_diagnostic,diagnostic,False,True,69.69697506149942,,0.07380402564951993,0.10764749337899265,19,semantic_action_window,score_valid,score_valid,action_window_net,used,极端手部缩小，只记录诊断边界。
跳,both_hands_uniform_scale_1.60_diagnostic,diagnostic,False,True,86.43141462815052,,0.032126233525878664,0.035990483408873473,19,semantic_action_window,score_valid,score_valid,action_window_net,used,极端手部放大，只记录诊断边界。
跳,both_hands_aspect_x1.60_y0.55_diagnostic,diagnostic,False,True,81.90683382868754,,0.08659592784925786,0.10936307010899894,19,semantic_action_window,score_valid,score_valid,action_window_net,used,强透视形变，只记录诊断边界。
跳,both_hands_aspect_x0.55_y1.60_diagnostic,diagnostic,False,True,81.5264777905715,,0.10664700576727335,0.14640680409888973,19,semantic_action_window,score_valid,score_valid,action_window_net,used,强反向透视形变，只记录诊断边界。
